id,url,name,amount
1513,"https://terraria.wiki.gg/wiki/Paladin%27s_Hammer","Paladin's Hammer",1
1514,"https://terraria.wiki.gg/wiki/SWAT_Helmet","SWAT Helmet",1
1515,"https://terraria.wiki.gg/wiki/Bee_Wings","Bee Wings",1
1516,"https://terraria.wiki.gg/wiki/Giant_Harpy_Feather","Giant Harpy Feather",1
1517,"https://terraria.wiki.gg/wiki/Bone_Feather","Bone Feather",1
1518,"https://terraria.wiki.gg/wiki/Fire_Feather","Fire Feather",1
1519,"https://terraria.wiki.gg/wiki/Ice_Feather","Ice Feather",1
1520,"https://terraria.wiki.gg/wiki/Broken_Bat_Wing","Broken Bat Wing",1
1521,"https://terraria.wiki.gg/wiki/Tattered_Bee_Wing","Tattered Bee Wing",1
1522,"https://terraria.wiki.gg/wiki/Large_Amethyst","Large Amethyst",1
1523,"https://terraria.wiki.gg/wiki/Large_Topaz","Large Topaz",1
1524,"https://terraria.wiki.gg/wiki/Large_Sapphire","Large Sapphire",1
1525,"https://terraria.wiki.gg/wiki/Large_Emerald","Large Emerald",1
1526,"https://terraria.wiki.gg/wiki/Large_Ruby","Large Ruby",1
1527,"https://terraria.wiki.gg/wiki/Large_Diamond","Large Diamond",1
1528,"https://terraria.wiki.gg/wiki/Jungle_Chest","Jungle Chest",1
1529,"https://terraria.wiki.gg/wiki/Corruption_Chest","Corruption Chest",1
1530,"https://terraria.wiki.gg/wiki/Crimson_Chest","Crimson Chest",1
1531,"https://terraria.wiki.gg/wiki/Hallowed_Chest","Hallowed Chest",1
1532,"https://terraria.wiki.gg/wiki/Ice_Chest","Ice Chest",1
1533,"https://terraria.wiki.gg/wiki/Jungle_Key","Jungle Key",1
1534,"https://terraria.wiki.gg/wiki/Corruption_Key","Corruption Key",1
1535,"https://terraria.wiki.gg/wiki/Crimson_Key","Crimson Key",1
1536,"https://terraria.wiki.gg/wiki/Hallowed_Key","Hallowed Key",1
1537,"https://terraria.wiki.gg/wiki/Frozen_Key","Frozen Key",1
1538,"https://terraria.wiki.gg/wiki/Imp_Face","Imp Face",1
1539,"https://terraria.wiki.gg/wiki/Ominous_Presence","Ominous Presence",1
1540,"https://terraria.wiki.gg/wiki/Shining_Moon","Shining Moon",1
1541,"https://terraria.wiki.gg/wiki/Living_Gore","Living Gore",1
1542,"https://terraria.wiki.gg/wiki/Flowing_Magma","Flowing Magma",1
1543,"https://terraria.wiki.gg/wiki/Spectre_Paintbrush","Spectre Paintbrush",1
1544,"https://terraria.wiki.gg/wiki/Spectre_Paint_Roller","Spectre Paint Roller",1
1545,"https://terraria.wiki.gg/wiki/Spectre_Paint_Scraper","Spectre Paint Scraper",1
1546,"https://terraria.wiki.gg/wiki/Shroomite_Headgear","Shroomite Headgear",1
1547,"https://terraria.wiki.gg/wiki/Shroomite_Mask","Shroomite Mask",1
1548,"https://terraria.wiki.gg/wiki/Shroomite_Helmet","Shroomite Helmet",1
1549,"https://terraria.wiki.gg/wiki/Shroomite_Breastplate","Shroomite Breastplate",1
1550,"https://terraria.wiki.gg/wiki/Shroomite_Leggings","Shroomite Leggings",1
1551,"https://terraria.wiki.gg/wiki/Autohammer","Autohammer",1
1552,"https://terraria.wiki.gg/wiki/Shroomite_Bar","Shroomite Bar",25
1553,"https://terraria.wiki.gg/wiki/S.D.M.G.","S.D.M.G.",1
1554,"https://terraria.wiki.gg/wiki/Cenx%27s_Tiara","Cenx's Tiara",1
1555,"https://terraria.wiki.gg/wiki/Cenx%27s_Breastplate","Cenx's Breastplate",1
1556,"https://terraria.wiki.gg/wiki/Cenx%27s_Leggings","Cenx's Leggings",1
1557,"https://terraria.wiki.gg/wiki/Crowno%27s_Mask","Crowno's Mask",1
1558,"https://terraria.wiki.gg/wiki/Crowno%27s_Breastplate","Crowno's Breastplate",1
1559,"https://terraria.wiki.gg/wiki/Crowno%27s_Leggings","Crowno's Leggings",1
1560,"https://terraria.wiki.gg/wiki/Will%27s_Helmet","Will's Helmet",1
1561,"https://terraria.wiki.gg/wiki/Will%27s_Breastplate","Will's Breastplate",1
1562,"https://terraria.wiki.gg/wiki/Will%27s_Leggings","Will's Leggings",1
1563,"https://terraria.wiki.gg/wiki/Jim%27s_Helmet","Jim's Helmet",1
1564,"https://terraria.wiki.gg/wiki/Jim%27s_Breastplate","Jim's Breastplate",1
1565,"https://terraria.wiki.gg/wiki/Jim%27s_Leggings","Jim's Leggings",1
1566,"https://terraria.wiki.gg/wiki/Aaron%27s_Helmet","Aaron's Helmet",1
1567,"https://terraria.wiki.gg/wiki/Aaron%27s_Breastplate","Aaron's Breastplate",1
1568,"https://terraria.wiki.gg/wiki/Aaron%27s_Leggings","Aaron's Leggings",1
1569,"https://terraria.wiki.gg/wiki/Vampire_Knives","Vampire Knives",1
1570,"https://terraria.wiki.gg/wiki/Broken_Hero_Sword","Broken Hero Sword",1
1571,"https://terraria.wiki.gg/wiki/Scourge_of_the_Corruptor","Scourge of the Corruptor",1
1572,"https://terraria.wiki.gg/wiki/Staff_of_the_Frost_Hydra","Staff of the Frost Hydra",1
1573,"https://terraria.wiki.gg/wiki/The_Creation_of_the_Guide","The Creation of the Guide",1
1574,"https://terraria.wiki.gg/wiki/The_Merchant","The Merchant",1
1575,"https://terraria.wiki.gg/wiki/Crowno_Devours_His_Lunch","Crowno Devours His Lunch",1
1576,"https://terraria.wiki.gg/wiki/Rare_Enchantment","Rare Enchantment",1
1577,"https://terraria.wiki.gg/wiki/Glorious_Night","Glorious Night",1
1578,"https://terraria.wiki.gg/wiki/Sweetheart_Necklace","Sweetheart Necklace",1
1579,"https://terraria.wiki.gg/wiki/Flurry_Boots","Flurry Boots",1
1580,"https://terraria.wiki.gg/wiki/D-Town%27s_Helmet","D-Town's Helmet",1
1581,"https://terraria.wiki.gg/wiki/D-Town%27s_Breastplate","D-Town's Breastplate",1
1582,"https://terraria.wiki.gg/wiki/D-Town%27s_Leggings","D-Town's Leggings",1
1583,"https://terraria.wiki.gg/wiki/D-Town%27s_Wings","D-Town's Wings",1
1584,"https://terraria.wiki.gg/wiki/Will%27s_Wings","Will's Wings",1
1585,"https://terraria.wiki.gg/wiki/Crowno%27s_Wings","Crowno's Wings",1
1586,"https://terraria.wiki.gg/wiki/Cenx%27s_Wings","Cenx's Wings",1
1587,"https://terraria.wiki.gg/wiki/Cenx%27s_Dress","Cenx's Dress",1
1588,"https://terraria.wiki.gg/wiki/Cenx%27s_Dress_Pants","Cenx's Dress Pants",1
1589,"https://terraria.wiki.gg/wiki/Palladium_Column","Palladium Column",100
1590,"https://terraria.wiki.gg/wiki/Palladium_Column_Wall","Palladium Column Wall",400
1591,"https://terraria.wiki.gg/wiki/Bubblegum_Block","Bubblegum Block",100
1592,"https://terraria.wiki.gg/wiki/Bubblegum_Block_Wall","Bubblegum Block Wall",400
1593,"https://terraria.wiki.gg/wiki/Titanstone_Block","Titanstone Block",100
1594,"https://terraria.wiki.gg/wiki/Titanstone_Block_Wall","Titanstone Block Wall",400
1595,"https://terraria.wiki.gg/wiki/Magic_Cuffs","Magic Cuffs",1
1596,"https://terraria.wiki.gg/wiki/Music_Box_(Snow)","Music Box (Snow)",1
1597,"https://terraria.wiki.gg/wiki/Music_Box_(Space_Night)","Music Box (Space Night)",1
1598,"https://terraria.wiki.gg/wiki/Music_Box_(Crimson)","Music Box (Crimson)",1
1599,"https://terraria.wiki.gg/wiki/Music_Box_(Boss_4)","Music Box (Boss 4)",1
1600,"https://terraria.wiki.gg/wiki/Music_Box_(Alt_Overworld_Day)","Music Box (Alt Overworld Day)",1
1601,"https://terraria.wiki.gg/wiki/Music_Box_(Rain)","Music Box (Rain)",1
1602,"https://terraria.wiki.gg/wiki/Music_Box_(Ice)","Music Box (Ice)",1
1603,"https://terraria.wiki.gg/wiki/Music_Box_(Desert)","Music Box (Desert)",1
1604,"https://terraria.wiki.gg/wiki/Music_Box_(Ocean_Day)","Music Box (Ocean Day)",1
1605,"https://terraria.wiki.gg/wiki/Music_Box_(Dungeon)","Music Box (Dungeon)",1
1606,"https://terraria.wiki.gg/wiki/Music_Box_(Plantera)","Music Box (Plantera)",1
1607,"https://terraria.wiki.gg/wiki/Music_Box_(Boss_5)","Music Box (Boss 5)",1
1608,"https://terraria.wiki.gg/wiki/Music_Box_(Temple)","Music Box (Temple)",1
1609,"https://terraria.wiki.gg/wiki/Music_Box_(Eclipse)","Music Box (Eclipse)",1
1610,"https://terraria.wiki.gg/wiki/Music_Box_(Mushrooms)","Music Box (Mushrooms)",1
1611,"https://terraria.wiki.gg/wiki/Butterfly_Dust","Butterfly Dust",1
1612,"https://terraria.wiki.gg/wiki/Ankh_Charm","Ankh Charm",1
1613,"https://terraria.wiki.gg/wiki/Ankh_Shield","Ankh Shield",1
1614,"https://terraria.wiki.gg/wiki/Blue_Flare","Blue Flare",99
1615,"https://terraria.wiki.gg/wiki/Angler_Fish_Banner","Angler Fish Banner",1
1616,"https://terraria.wiki.gg/wiki/Angry_Nimbus_Banner","Angry Nimbus Banner",1
1617,"https://terraria.wiki.gg/wiki/Anomura_Fungus_Banner","Anomura Fungus Banner",1
1618,"https://terraria.wiki.gg/wiki/Antlion_Banner","Antlion Banner",1
1619,"https://terraria.wiki.gg/wiki/Arapaima_Banner","Arapaima Banner",1
1620,"https://terraria.wiki.gg/wiki/Armored_Skeleton_Banner","Armored Skeleton Banner",1
1621,"https://terraria.wiki.gg/wiki/Cave_Bat_Banner","Cave Bat Banner",1
1622,"https://terraria.wiki.gg/wiki/Bird_Banner","Bird Banner",1
1623,"https://terraria.wiki.gg/wiki/Black_Recluse_Banner","Black Recluse Banner",1
1624,"https://terraria.wiki.gg/wiki/Blood_Feeder_Banner","Blood Feeder Banner",1
1625,"https://terraria.wiki.gg/wiki/Blood_Jelly_Banner","Blood Jelly Banner",1
1626,"https://terraria.wiki.gg/wiki/Blood_Crawler_Banner","Blood Crawler Banner",1
1627,"https://terraria.wiki.gg/wiki/Bone_Serpent_Banner","Bone Serpent Banner",1
1628,"https://terraria.wiki.gg/wiki/Bunny_Banner","Bunny Banner",1
1629,"https://terraria.wiki.gg/wiki/Chaos_Elemental_Banner","Chaos Elemental Banner",1
1630,"https://terraria.wiki.gg/wiki/Mimic_Banner","Mimic Banner",1
1631,"https://terraria.wiki.gg/wiki/Clown_Banner","Clown Banner",1
1632,"https://terraria.wiki.gg/wiki/Corrupt_Bunny_Banner","Corrupt Bunny Banner",1
1633,"https://terraria.wiki.gg/wiki/Corrupt_Goldfish_Banner","Corrupt Goldfish Banner",1
1634,"https://terraria.wiki.gg/wiki/Crab_Banner","Crab Banner",1
1635,"https://terraria.wiki.gg/wiki/Crimera_Banner","Crimera Banner",1
1636,"https://terraria.wiki.gg/wiki/Crimson_Axe_Banner","Crimson Axe Banner",1
1637,"https://terraria.wiki.gg/wiki/Cursed_Hammer_Banner","Cursed Hammer Banner",1
1638,"https://terraria.wiki.gg/wiki/Demon_Banner","Demon Banner",1
1639,"https://terraria.wiki.gg/wiki/Demon_Eye_Banner","Demon Eye Banner",1
1640,"https://terraria.wiki.gg/wiki/Derpling_Banner","Derpling Banner",1
1641,"https://terraria.wiki.gg/wiki/Eater_of_Souls_Banner","Eater of Souls Banner",1
1642,"https://terraria.wiki.gg/wiki/Enchanted_Sword_Banner","Enchanted Sword Banner",1
1643,"https://terraria.wiki.gg/wiki/Frozen_Zombie_Banner","Frozen Zombie Banner",1
1644,"https://terraria.wiki.gg/wiki/Face_Monster_Banner","Face Monster Banner",1
1645,"https://terraria.wiki.gg/wiki/Floaty_Gross_Banner","Floaty Gross Banner",1
1646,"https://terraria.wiki.gg/wiki/Flying_Fish_Banner","Flying Fish Banner",1
1647,"https://terraria.wiki.gg/wiki/Flying_Snake_Banner","Flying Snake Banner",1
1648,"https://terraria.wiki.gg/wiki/Frankenstein_Banner","Frankenstein Banner",1
1649,"https://terraria.wiki.gg/wiki/Fungi_Bulb_Banner","Fungi Bulb Banner",1
1650,"https://terraria.wiki.gg/wiki/Fungo_Fish_Banner","Fungo Fish Banner",1
1651,"https://terraria.wiki.gg/wiki/Gastropod_Banner","Gastropod Banner",1
1652,"https://terraria.wiki.gg/wiki/Goblin_Thief_Banner","Goblin Thief Banner",1
1653,"https://terraria.wiki.gg/wiki/Goblin_Sorcerer_Banner","Goblin Sorcerer Banner",1
1654,"https://terraria.wiki.gg/wiki/Goblin_Peon_Banner","Goblin Peon Banner",1
1655,"https://terraria.wiki.gg/wiki/Goblin_Scout_Banner","Goblin Scout Banner",1
1656,"https://terraria.wiki.gg/wiki/Goblin_Warrior_Banner","Goblin Warrior Banner",1
1657,"https://terraria.wiki.gg/wiki/Goldfish_Banner","Goldfish Banner",1
1658,"https://terraria.wiki.gg/wiki/Harpy_Banner","Harpy Banner",1
1659,"https://terraria.wiki.gg/wiki/Hellbat_Banner","Hellbat Banner",1
1660,"https://terraria.wiki.gg/wiki/Herpling_Banner","Herpling Banner",1
1661,"https://terraria.wiki.gg/wiki/Hornet_Banner","Hornet Banner",1
1662,"https://terraria.wiki.gg/wiki/Ice_Elemental_Banner","Ice Elemental Banner",1
1663,"https://terraria.wiki.gg/wiki/Icy_Merman_Banner","Icy Merman Banner",1
1664,"https://terraria.wiki.gg/wiki/Fire_Imp_Banner","Fire Imp Banner",1
1665,"https://terraria.wiki.gg/wiki/Blue_Jellyfish_Banner","Blue Jellyfish Banner",1
1666,"https://terraria.wiki.gg/wiki/Jungle_Creeper_Banner","Jungle Creeper Banner",1
1667,"https://terraria.wiki.gg/wiki/Lihzahrd_Banner","Lihzahrd Banner",1
1668,"https://terraria.wiki.gg/wiki/Man_Eater_Banner","Man Eater Banner",1
1669,"https://terraria.wiki.gg/wiki/Meteor_Head_Banner","Meteor Head Banner",1
1670,"https://terraria.wiki.gg/wiki/Moth_Banner","Moth Banner",1
1671,"https://terraria.wiki.gg/wiki/Mummy_Banner","Mummy Banner",1
1672,"https://terraria.wiki.gg/wiki/Mushi_Ladybug_Banner","Mushi Ladybug Banner",1
1673,"https://terraria.wiki.gg/wiki/Parrot_Banner","Parrot Banner",1
1674,"https://terraria.wiki.gg/wiki/Pigron_Banner","Pigron Banner",1
1675,"https://terraria.wiki.gg/wiki/Piranha_Banner","Piranha Banner",1
1676,"https://terraria.wiki.gg/wiki/Pirate_Deckhand_Banner","Pirate Deckhand Banner",1
1677,"https://terraria.wiki.gg/wiki/Pixie_Banner","Pixie Banner",1
1678,"https://terraria.wiki.gg/wiki/Raincoat_Zombie_Banner","Raincoat Zombie Banner",1
1679,"https://terraria.wiki.gg/wiki/Reaper_Banner","Reaper Banner",1
1680,"https://terraria.wiki.gg/wiki/Shark_Banner","Shark Banner",1
1681,"https://terraria.wiki.gg/wiki/Skeleton_Banner","Skeleton Banner",1
1682,"https://terraria.wiki.gg/wiki/Dark_Caster_Banner","Dark Caster Banner",1
1683,"https://terraria.wiki.gg/wiki/Blue_Slime_Banner","Blue Slime Banner",1
1684,"https://terraria.wiki.gg/wiki/Snow_Flinx_Banner","Snow Flinx Banner",1
1685,"https://terraria.wiki.gg/wiki/Wall_Creeper_Banner","Wall Creeper Banner",1
1686,"https://terraria.wiki.gg/wiki/Spore_Zombie_Banner","Spore Zombie Banner",1
1687,"https://terraria.wiki.gg/wiki/Swamp_Thing_Banner","Swamp Thing Banner",1
1688,"https://terraria.wiki.gg/wiki/Giant_Tortoise_Banner","Giant Tortoise Banner",1
1689,"https://terraria.wiki.gg/wiki/Toxic_Sludge_Banner","Toxic Sludge Banner",1
1690,"https://terraria.wiki.gg/wiki/Umbrella_Slime_Banner","Umbrella Slime Banner",1
1691,"https://terraria.wiki.gg/wiki/Unicorn_Banner","Unicorn Banner",1
1692,"https://terraria.wiki.gg/wiki/Vampire_Banner","Vampire Banner",1
1693,"https://terraria.wiki.gg/wiki/Vulture_Banner","Vulture Banner",1
1694,"https://terraria.wiki.gg/wiki/Nymph_Banner","Nymph Banner",1
1695,"https://terraria.wiki.gg/wiki/Werewolf_Banner","Werewolf Banner",1
1696,"https://terraria.wiki.gg/wiki/Wolf_Banner","Wolf Banner",1
1697,"https://terraria.wiki.gg/wiki/World_Feeder_Banner","World Feeder Banner",1
1698,"https://terraria.wiki.gg/wiki/Worm_Banner","Worm Banner",1
1699,"https://terraria.wiki.gg/wiki/Wraith_Banner","Wraith Banner",1
1700,"https://terraria.wiki.gg/wiki/Wyvern_Banner","Wyvern Banner",1
1701,"https://terraria.wiki.gg/wiki/Zombie_Banner","Zombie Banner",1
1702,"https://terraria.wiki.gg/wiki/Glass_Platform","Glass Platform",200
1703,"https://terraria.wiki.gg/wiki/Glass_Chair","Glass Chair",1
1704,"https://terraria.wiki.gg/wiki/Golden_Chair","Golden Chair",1
1705,"https://terraria.wiki.gg/wiki/Golden_Toilet","Golden Toilet",1
1706,"https://terraria.wiki.gg/wiki/Bar_Stool","Bar Stool",1
1707,"https://terraria.wiki.gg/wiki/Honey_Chair","Honey Chair",1
1708,"https://terraria.wiki.gg/wiki/Steampunk_Chair","Steampunk Chair",1
1709,"https://terraria.wiki.gg/wiki/Glass_Door","Glass Door",1
1710,"https://terraria.wiki.gg/wiki/Golden_Door","Golden Door",1
1711,"https://terraria.wiki.gg/wiki/Honey_Door","Honey Door",1
1712,"https://terraria.wiki.gg/wiki/Steampunk_Door","Steampunk Door",1
1713,"https://terraria.wiki.gg/wiki/Glass_Table","Glass Table",1
1714,"https://terraria.wiki.gg/wiki/Banquet_Table","Banquet Table",1
1715,"https://terraria.wiki.gg/wiki/Bar","Bar",1
1716,"https://terraria.wiki.gg/wiki/Golden_Table","Golden Table",1
1717,"https://terraria.wiki.gg/wiki/Honey_Table","Honey Table",1
1718,"https://terraria.wiki.gg/wiki/Steampunk_Table","Steampunk Table",1
1719,"https://terraria.wiki.gg/wiki/Glass_Bed","Glass Bed",1
1720,"https://terraria.wiki.gg/wiki/Golden_Bed","Golden Bed",1
1721,"https://terraria.wiki.gg/wiki/Honey_Bed","Honey Bed",1
1722,"https://terraria.wiki.gg/wiki/Steampunk_Bed","Steampunk Bed",1
1723,"https://terraria.wiki.gg/wiki/Living_Wood_Wall","Living Wood Wall",400
1724,"https://terraria.wiki.gg/wiki/Fart_in_a_Jar","Fart in a Jar",1
1725,"https://terraria.wiki.gg/wiki/Pumpkin","Pumpkin",100
1726,"https://terraria.wiki.gg/wiki/Pumpkin_Wall","Pumpkin Wall",400
1727,"https://terraria.wiki.gg/wiki/Hay","Hay",100
1728,"https://terraria.wiki.gg/wiki/Hay_Wall","Hay Wall",400
1729,"https://terraria.wiki.gg/wiki/Spooky_Wood","Spooky Wood",100
1730,"https://terraria.wiki.gg/wiki/Spooky_Wood_Wall","Spooky Wood Wall",400
1731,"https://terraria.wiki.gg/wiki/Pumpkin_Helmet","Pumpkin Helmet",1
1732,"https://terraria.wiki.gg/wiki/Pumpkin_Breastplate","Pumpkin Breastplate",1
1733,"https://terraria.wiki.gg/wiki/Pumpkin_Leggings","Pumpkin Leggings",1
1734,"https://terraria.wiki.gg/wiki/Candy_Apple","Candy Apple","n/a"
1735,"https://terraria.wiki.gg/wiki/Soul_Cake","Soul Cake","n/a"
1736,"https://terraria.wiki.gg/wiki/Nurse_Hat","Nurse Hat",1
1737,"https://terraria.wiki.gg/wiki/Nurse_Shirt","Nurse Shirt",1
1738,"https://terraria.wiki.gg/wiki/Nurse_Pants","Nurse Pants",1
1739,"https://terraria.wiki.gg/wiki/Wizard%27s_Hat","Wizard's Hat",1
1740,"https://terraria.wiki.gg/wiki/Guy_Fawkes_Mask","Guy Fawkes Mask",1
1741,"https://terraria.wiki.gg/wiki/Dye_Trader_Robe","Dye Trader Robe",1
1742,"https://terraria.wiki.gg/wiki/Steampunk_Goggles","Steampunk Goggles",1
1743,"https://terraria.wiki.gg/wiki/Cyborg_Helmet","Cyborg Helmet",1
1744,"https://terraria.wiki.gg/wiki/Cyborg_Shirt","Cyborg Shirt",1
1745,"https://terraria.wiki.gg/wiki/Cyborg_Pants","Cyborg Pants",1
1746,"https://terraria.wiki.gg/wiki/Creeper_Mask","Creeper Mask",1
1747,"https://terraria.wiki.gg/wiki/Creeper_Shirt","Creeper Shirt",1
1748,"https://terraria.wiki.gg/wiki/Creeper_Pants","Creeper Pants",1
1749,"https://terraria.wiki.gg/wiki/Cat_Mask","Cat Mask",1
1750,"https://terraria.wiki.gg/wiki/Cat_Shirt","Cat Shirt",1
1751,"https://terraria.wiki.gg/wiki/Cat_Pants","Cat Pants",1
1752,"https://terraria.wiki.gg/wiki/Ghost_Mask","Ghost Mask",1
1753,"https://terraria.wiki.gg/wiki/Ghost_Shirt","Ghost Shirt",1
1754,"https://terraria.wiki.gg/wiki/Pumpkin_Mask","Pumpkin Mask",1
1755,"https://terraria.wiki.gg/wiki/Pumpkin_Shirt","Pumpkin Shirt",1
1756,"https://terraria.wiki.gg/wiki/Pumpkin_Pants","Pumpkin Pants",1
1757,"https://terraria.wiki.gg/wiki/Robot_Mask","Robot Mask",1
1758,"https://terraria.wiki.gg/wiki/Robot_Shirt","Robot Shirt",1
1759,"https://terraria.wiki.gg/wiki/Robot_Pants","Robot Pants",1
1760,"https://terraria.wiki.gg/wiki/Unicorn_Mask","Unicorn Mask",1
1761,"https://terraria.wiki.gg/wiki/Unicorn_Shirt","Unicorn Shirt",1
1762,"https://terraria.wiki.gg/wiki/Unicorn_Pants","Unicorn Pants",1
1763,"https://terraria.wiki.gg/wiki/Vampire_Mask","Vampire Mask",1
1764,"https://terraria.wiki.gg/wiki/Vampire_Shirt","Vampire Shirt",1
1765,"https://terraria.wiki.gg/wiki/Vampire_Pants","Vampire Pants",1
1766,"https://terraria.wiki.gg/wiki/Witch_Hat","Witch Hat",1
1767,"https://terraria.wiki.gg/wiki/Leprechaun_Hat","Leprechaun Hat",1
1768,"https://terraria.wiki.gg/wiki/Leprechaun_Shirt","Leprechaun Shirt",1
1769,"https://terraria.wiki.gg/wiki/Leprechaun_Pants","Leprechaun Pants",1
1770,"https://terraria.wiki.gg/wiki/Pixie_Shirt","Pixie Shirt",1
1771,"https://terraria.wiki.gg/wiki/Pixie_Pants","Pixie Pants",1
1772,"https://terraria.wiki.gg/wiki/Princess_Hat","Princess Hat",1
1773,"https://terraria.wiki.gg/wiki/Princess_Dress","Princess Dress",1
1774,"https://terraria.wiki.gg/wiki/Goodie_Bag","Goodie Bag",10
1775,"https://terraria.wiki.gg/wiki/Witch_Dress","Witch Dress",1
1776,"https://terraria.wiki.gg/wiki/Witch_Boots","Witch Boots",1
1777,"https://terraria.wiki.gg/wiki/Bride_of_Frankenstein_Mask","Bride of Frankenstein Mask",1
1778,"https://terraria.wiki.gg/wiki/Bride_of_Frankenstein_Dress","Bride of Frankenstein Dress",1
1779,"https://terraria.wiki.gg/wiki/Karate_Tortoise_Mask","Karate Tortoise Mask",1
1780,"https://terraria.wiki.gg/wiki/Karate_Tortoise_Shirt","Karate Tortoise Shirt",1
1781,"https://terraria.wiki.gg/wiki/Karate_Tortoise_Pants","Karate Tortoise Pants",1
1782,"https://terraria.wiki.gg/wiki/Candy_Corn_Rifle","Candy Corn Rifle",1
1783,"https://terraria.wiki.gg/wiki/Candy_Corn","Candy Corn",99
1784,"https://terraria.wiki.gg/wiki/Jack_%27O_Lantern_Launcher","Jack 'O Lantern Launcher",1
1785,"https://terraria.wiki.gg/wiki/Explosive_Jack_%27O_Lantern","Explosive Jack 'O Lantern",99
1786,"https://terraria.wiki.gg/wiki/Sickle","Sickle",1
1787,"https://terraria.wiki.gg/wiki/Pumpkin_Pie","Pumpkin Pie",5
1788,"https://terraria.wiki.gg/wiki/Scarecrow_Hat","Scarecrow Hat",1
1789,"https://terraria.wiki.gg/wiki/Scarecrow_Shirt","Scarecrow Shirt",1
1790,"https://terraria.wiki.gg/wiki/Scarecrow_Pants","Scarecrow Pants",1
1791,"https://terraria.wiki.gg/wiki/Cauldron","Cauldron",1
1792,"https://terraria.wiki.gg/wiki/Pumpkin_Chair","Pumpkin Chair",1
1793,"https://terraria.wiki.gg/wiki/Pumpkin_Door","Pumpkin Door",1
1794,"https://terraria.wiki.gg/wiki/Pumpkin_Table","Pumpkin Table",1
1795,"https://terraria.wiki.gg/wiki/Pumpkin_Work_Bench","Pumpkin Work Bench",1
1796,"https://terraria.wiki.gg/wiki/Pumpkin_Platform","Pumpkin Platform",200
1797,"https://terraria.wiki.gg/wiki/Tattered_Fairy_Wings","Tattered Fairy Wings",1
1798,"https://terraria.wiki.gg/wiki/Spider_Egg","Spider Egg",1
1799,"https://terraria.wiki.gg/wiki/Magical_Pumpkin_Seed","Magical Pumpkin Seed",1
1800,"https://terraria.wiki.gg/wiki/Bat_Hook","Bat Hook",1
1801,"https://terraria.wiki.gg/wiki/Bat_Scepter","Bat Scepter",1
1802,"https://terraria.wiki.gg/wiki/Raven_Staff","Raven Staff",1
1803,"https://terraria.wiki.gg/wiki/Jungle_Key_Mold","Jungle Key Mold","n/a"
1804,"https://terraria.wiki.gg/wiki/Corruption_Key_Mold","Corruption Key Mold","n/a"
1805,"https://terraria.wiki.gg/wiki/Crimson_Key_Mold","Crimson Key Mold","n/a"
1806,"https://terraria.wiki.gg/wiki/Hallowed_Key_Mold","Hallowed Key Mold","n/a"
1807,"https://terraria.wiki.gg/wiki/Frozen_Key_Mold","Frozen Key Mold","n/a"
1808,"https://terraria.wiki.gg/wiki/Hanging_Jack_%27O_Lantern","Hanging Jack 'O Lantern",1
1809,"https://terraria.wiki.gg/wiki/Rotten_Egg","Rotten Egg",99
1810,"https://terraria.wiki.gg/wiki/Unlucky_Yarn","Unlucky Yarn",1
1811,"https://terraria.wiki.gg/wiki/Black_Fairy_Dust","Black Fairy Dust",1
1812,"https://terraria.wiki.gg/wiki/Jackelier","Jackelier",1
1813,"https://terraria.wiki.gg/wiki/Jack_%27O_Lantern","Jack 'O Lantern",1
1814,"https://terraria.wiki.gg/wiki/Spooky_Chair","Spooky Chair",1
1815,"https://terraria.wiki.gg/wiki/Spooky_Door","Spooky Door",1
1816,"https://terraria.wiki.gg/wiki/Spooky_Table","Spooky Table",1
1817,"https://terraria.wiki.gg/wiki/Spooky_Work_Bench","Spooky Work Bench",1
1818,"https://terraria.wiki.gg/wiki/Spooky_Wood_Platform","Spooky Wood Platform",200
1819,"https://terraria.wiki.gg/wiki/Reaper_Hood","Reaper Hood",1
1820,"https://terraria.wiki.gg/wiki/Reaper_Robe","Reaper Robe",1
1821,"https://terraria.wiki.gg/wiki/Fox_Mask","Fox Mask",1
1822,"https://terraria.wiki.gg/wiki/Fox_Shirt","Fox Shirt",1
1823,"https://terraria.wiki.gg/wiki/Fox_Pants","Fox Pants",1
1824,"https://terraria.wiki.gg/wiki/Cat_Ears","Cat Ears",1
1825,"https://terraria.wiki.gg/wiki/Bloody_Machete","Bloody Machete",1
1826,"https://terraria.wiki.gg/wiki/The_Horseman%27s_Blade","The Horseman's Blade",1
1827,"https://terraria.wiki.gg/wiki/Bladed_Glove","Bladed Glove",1
1828,"https://terraria.wiki.gg/wiki/Pumpkin_Seed","Pumpkin Seed",25
1829,"https://terraria.wiki.gg/wiki/Spooky_Hook","Spooky Hook",1
1830,"https://terraria.wiki.gg/wiki/Spooky_Wings","Spooky Wings",1
1831,"https://terraria.wiki.gg/wiki/Spooky_Twig","Spooky Twig",1
1832,"https://terraria.wiki.gg/wiki/Spooky_Helmet","Spooky Helmet",1
1833,"https://terraria.wiki.gg/wiki/Spooky_Breastplate","Spooky Breastplate",1
1834,"https://terraria.wiki.gg/wiki/Spooky_Leggings","Spooky Leggings",1
1835,"https://terraria.wiki.gg/wiki/Stake_Launcher","Stake Launcher",1
1836,"https://terraria.wiki.gg/wiki/Stake","Stake",99
